id,sent1,sent2,ending0,ending1,ending2,ending3,ending4,end0type,end1type,end2type,end3type,end4type,label
8893,am feeling naughty,,feed the giraffe like the people,march and protest on the street,walk down the street until i see some nicer stores,stand close to the bull and take a photograph,run through the group of people and pigeons.,lan,vis,vis,lan,targ,4
8896,want to avoid a crash,,walk around the people playing on the sidewalk,follow the boy and man out the door into the sun,sit on a park bench,ride a skateboard down the street.,say hello to the people by the tree,targ,vis,lan,lan,vis,0
8899,need to rest,,take a train ride,set up my umbrella and shoe stand next to a man sitting,leave the procession,walk around window shopping,yell for the cop on the motorcycle,lan,vis,targ,vis,lan,2
8901,feel like being enertained,,take a photo of the woman with the umbrella in the street,stand and watch the man with the street performers,watch the man skateboarding,put an american flag on the table next to the other two flags.,wear a costume and march in a parade,vis,targ,lan,vis,lan,1
8910,need some company,,set up my umbrella and shoe stand next to a man sitting,rest on a park bench,perform songs and dances with a group of men in striped vests,walk around the men and the bike,yell at him through the crowd,targ,lan,vis,lan,vis,0
8914,want to play a game,,have a group of people with tents,join the group of boys playing on their cell phones,tell the boy to stop using his phone in school,wait for the woman with the basked to walk down the street with the procession,tell him to get off the phone.,vis,targ,lan,vis,lan,1
8915,want to get away from here,,hold up this sign in a protest,pose with a group of people in front of some flags.,take the subway with the beautiful plants.,talk to the people on the train,try to cross the street to investigate the trams,vis,vis,lan,lan,targ,4
8918,want to be annoying,,stand closer to the man and listen to their conversation.,hide under the umbrella,steal their frisbee,steal the umbrellas from the people on the ground,march and protest on the street,vis,lan,lan,targ,vis,3
8922,want to take a walk,,get my umbrella out,attend the protest with a red sign bearing a slogan,hold an umbrella.,hold offensive protest signs in public,grab my child and umbrella and head outside,lan,vis,lan,vis,targ,4
8935,like taking a stand on a subject,,climb the stairs,march and protest on the street,pose for a group picture,wait for the child to walk away from the window,when the snow comes i will photograph the streets,vis,targ,lan,vis,lan,1
8936,am feeling the need to relax,,sit a while and watch the animals,wait for the woman with the basked to walk down the street with the procession,spend time outside on the porch.,sit underneath a tree and enjoy my computer,stand on a board and smile really big,lan,vis,targ,lan,vis,2
8952,was in the city,,pose with a group of people in front of some flags.,buy food at the street market,walk around window shopping,follow the boy and man out the door into the sun,go for a walk in my driveway,vis,lan,targ,vis,lan,2
8956,am feeling calm,,stand in between the people and the television,take a walk and stop to admire the painting of the building,pick up a spoon and feed this boy,walk over and smell the flowers.,stand on a board and smile really big,vis,lan,lan,targ,vis,3
8960,don't want to be alone,,smile at the woman,stand under the overhang of the building,wait on the curb and look both ways before crossing the street,fall in line and wait for a bus in a crowded area,perform songs and dances with a group of men in striped vests,lan,vis,lan,targ,vis,3
8961,am stood in the cold,,go to the field with my friends and play some baseball,run around to get warm while waiting for the people to start their race,throw a snowball at the man and hide.,watch the woman next to the sign,i take a photo of the street,lan,targ,lan,vis,vis,1
8962,feel like breathing fresh air,,put on my hat and stand in the middle of the park,sit by the tree and use my laptop,warn the man that he is nearing the top of the escalator,put up my umbrella,visit outdoor shops.,targ,lan,vis,lan,vis,0
8965,enjoy looking at the sky and spending the day,,go to washington monument to spend the day,scold the man and pull him out,walk over this snowy hill.,wait for the child to walk away from the window,stop and admire the scenery,targ,vis,lan,vis,lan,0
8988,the art is too beautiful,,talk to people while i wait for the traffic light to change,i would continue walking while i see the building,race down the hill with the girl,visit outdoor shops.,take a walk and stop to admire the painting of the building,lan,targ,vis,vis,lan,1
8995,want to say congratulations,,be on a horse in the city,walk up to the jockey and speak,follow the boy and man out the door into the sun,crawl on the grass with the girl.,go to the park and feed the giraffes,lan,targ,vis,vis,lan,1
8996,want to walk to the store,,wait for the man on the motorcycle to go past,have a group of people with tents,walk past the man and his motorcycle to get to the street,follow people that have grass in there hands,use the motorcycle on the street to get home,lan,vis,targ,vis,lan,2
9012,am there i am feeling happy and relaxed,,hold up this sign in a protest,go to the park and watch the boy on the skateboard,swim in the lake,walk along the beach and wave to the boy and the man,put an american flag on the table next to the other two flags.,vis,lan,lan,targ,vis,3
9014,wonder what they are waiting for,,travel in the car with the couple,smile at the people as i walk past them,i would finish climbing the stairs,would say hi as i walk past the women,smile at my picture on the phone,vis,targ,vis,lan,lan,1
9016,want to cause a little trouble,,walk up to the guy and ask what the sign is for,walk down the street until i see some nicer stores,put on a party hat and join the men,stand in between the people and the television,play a game of softball with the little girl,vis,vis,lan,targ,lan,3
9032,want help to get across,,perform songs and dances with a group of men in striped vests,protest in the street,stand next to the woman and cross with her,run up and pinch that woman on the butt,talk to the woman in the black dress holding the glass,vis,vis,targ,lan,lan,2
9033,am ready to go out and attend the fair,,watch the boy play,walk around the people playing on the sidewalk,hold the umbrella above my head,try to cross the street to investigate the trams,follow the boy and man out the door into the sun,lan,vis,lan,vis,targ,4
9034,feel like causing a scene,,sit down on the sidewalk.,wear a santa hat on the subway,hold offensive protest signs in public,scold the man and pull him out,wait for the child to walk away from the window,lan,lan,targ,vis,vis,2
9037,want to explore,,walk past the sign and continue down the sidewalk,run around to get warm while waiting for the people to start their race,make my way through the crowd and board the train,perform songs and dances with a group of men in striped vests,use a cell phone on the busy street,targ,vis,lan,vis,lan,0
9042,want to play something,,play on the wii,tell the children it is time to put away the wii and go to bed.,play video games with a friend,i will show these kids a new fun game for all to have fun on the wii.,play video game with them,targ,vis,lan,vis,lan,0
9043,if want to enjoy my free time,,tell the men it is time to stop the wii game and come and eat,i like to play video games in the living room.,i will play with my wii,tell the children it is time to put away the wii and go to bed.,i will play games with someone,vis,lan,targ,vis,lan,2
9044,trying something new,,teach the children how to use the wii controls,try a game on the wii,play the video game,teach the kids who to use the wii pads,play games,vis,targ,lan,vis,lan,1
9045,want to play,,tell the children it is time to put away the wii and go to bed.,teach the kids who to use the wii pads,have a game on the wii,use a video game,play computer game,vis,vis,targ,lan,lan,2
9046,feel restless,,tell the children it is time to put away the wii and go to bed.,play a game of tennis with this boy,i will show these kids a new fun game for all to have fun on the wii.,play wii with the man,play some tennis,vis,lan,vis,targ,lan,3
9048,want to play,,be playing with my tennis racket,use a controller,play the xbox along with this ardent gamer.,use the will controller.,put together my new wii so i can play a game on it,lan,vis,lan,vis,targ,4
9049,am looking to kill time,,help the man set up his wii gaming system,go to my brothers house and play some video games,play some wii,play some frisbee with friends,teach the children how to use the wii controls,vis,lan,targ,lan,vis,2
9055,want to play video playing devices,,pickup my friends and whip out the wii,play in the park with my skateboard.,use a controller,play with my tennis racket,use the controller.,targ,lan,vis,lan,vis,0
9058,am feeling bored,,play console game,i will join in a game of frisbee with these people,i will purchase a controller,join these people playing the wii,bowl a strike on this wii game.,lan,lan,vis,targ,vis,3
9065,want to have some fun,,i will play wii when i get home.,teach my dog to jump high in the air,teach the children how to use the wii controls,i will purchase a controller,teach kids to play tennis,vis,lan,targ,vis,lan,2
9068,want to have fun,,play a tennis game with the man,play a game on the television,teach the kids who to use the wii pads,teach the children how to use the wii controls,play a game on my wii,lan,lan,vis,vis,targ,4
9069,want to know how to play,,dancing with a wii and my group of friends,watch the boy play tennis,watch the man play the wii,watch a tennis match,bowl a strike on this wii game.,vis,lan,targ,lan,vis,2
9071,want to have fun,,play video games with my friend,play video games with the people,teach the kids who to use the wii pads,i will show these kids a new fun game for all to have fun on the wii.,play games on the wii.,lan,lan,vis,vis,targ,4
9077,want to have fun night out.,,use the controller.,dancing with a wii and my group of friends,calls the guys over to play with wii all night.,sit next to the children to watch the video game,compete in the video game,vis,vis,targ,lan,lan,2
9078,am feeling social.,,i play some games with my friends,play video game,tell the men it is time to stop the wii game and come and eat,play with wii with my friend.,i will show these kids a new fun game for all to have fun on the wii.,lan,lan,vis,targ,vis,3
9080,want to relax and be entertained,,i will purchase a controller,go watch a baseball game,use a controller,watch the people play the wii game for awhile,play some videogames with my friend until the evening,vis,lan,vis,targ,lan,3
9083,want to play,,use the controller.,grab an extra remote and join the game,play console game,tell the men it is time to stop the wii game and come and eat,hang with my friends at home and play wii,targ,lan,lan,vis,vis,0
9090,want to hang out,,join in and play video games,play computer games with my friends,help the man set up his wii gaming system,play some wii games,teach the children how to use the wii controls,lan,lan,vis,targ,vis,3
9096,needed a way to keep the small ones entertained and busy,,join in and play video games,watch the man playing on the wii,turn on the wii and let them all have a blast together,invite them to my house to play videogames,stand and play exercise games on my games console,lan,vis,targ,lan,vis,2
9100,feel energetic,,bowl a strike on this wii game.,play some videogames with my friend until the evening,dancing with a wii and my group of friends,stand and play exercise games on my games console,play video games on the computer,vis,lan,vis,targ,lan,3
9101,feel like it is getting late,,dancing with a wii and my group of friends,watch the kids sleep,tell the children it is time to put away the wii and go to bed.,jump on the bed and wake the kids up,bowl a strike on this wii game.,vis,lan,targ,lan,vis,2
9102,feel happy and carefree,,watch the man playing on the wii,dancing with a wii and my group of friends,take the controllers and play against the girl,play frisbee in the park with my friends.,i play some games with my friends,vis,targ,vis,lan,lan,1
9105,am bored at a party,,set up the wii for people to play,i play some games with my friends,i will purchase a controller,use a controller,play computer games with my friends,targ,lan,vis,vis,lan,0
9123,want to win,,add spin using the wii mote,use a surfboard,wait for the people to finish their wii game,play a tennis game on the television,hang with my friends at home and play wii,targ,lan,vis,lan,vis,0
9127,wanted to have fun,,help the man set up his wii gaming system,invite them to my house to play videogames,play wii with these people,swing my arms holding the wii,let them play videogames,vis,lan,targ,vis,lan,2
9129,am bored,,play video game with them,help the man set up his wii gaming system,play a game on the wii with the children.,get them round to my house to play computer games,teach my friend how to use the wii controllers,lan,vis,targ,lan,vis,2
9152,want a turn,,wait for the people to finish their wii game,try out the game controllers,watch the man playing the computer game,play indoors with my games console,play the video game,targ,vis,lan,vis,lan,0
9165,am feeling bored,,play video games with friends,use the will controller.,play video games,hold the wii remote,join the group and play wii video games,lan,vis,lan,vis,targ,4
9182,want to win,,swing the wii controller to win the game.,grab a beer and join in on the wii games,tell the men it is time to stop the wii game and come and eat,pick up the remote control and join in the game with the other players,kick this soccer ball,targ,vis,vis,lan,lan,0
9190,feel like risking something,,brave the market crowd and buy some from the vendors.,eat the slice of pizza,steal the banana on the table,jump over the trash can too,i will look around to see if i could find some good fruit to buy,vis,lan,targ,lan,vis,2
9191,looking to spend some money,,eat a banana to raise the potassium,buy a kite from the store,go to the street market,walk down the street until i see some nicer stores,pose with my friends holding a bunch of bananas,vis,lan,targ,lan,vis,2
9192,feel hungry,,go and buy some food,throw balls at the ball boy,buy some bananas off the man,i will look around to see if i could find some good fruit to buy,i will look for a stall selling the fruit,lan,lan,targ,vis,vis,2
9193,feel rather hungry,,feed the elephant a peanut,join my friends and family and play games with bananas,buy some bananas from the man,i will look for a stall selling the fruit,i will look around to see if i could find some good fruit to buy,lan,lan,targ,vis,vis,2
9194,want to eat healthy,,eat the fruit from the bowl.,eat the sandwich,i will look around to see if i could find some good fruit to buy,eat the food.,brave the market crowd and buy some from the vendors.,targ,lan,vis,lan,vis,0
9196,am hungry,,brave the market crowd and buy some from the vendors.,eat eggs and fruit,eat a breakfast buffet,pose with my friends holding a bunch of bananas,eat healthy food at a buffet,vis,targ,lan,vis,lan,1
9197,want to do something different,,juice the orange,let others eat before me and take some home for a snack,go outside and fly a kite,buy items from the market,go outside and take a picture of some fruits,vis,lan,lan,vis,targ,4
9198,wanted to sell my fresh produce quantities that i have grown locally,,put the banana pins in her hat,order some food from a street vendor,buy the food at the marketplace from the women,eat a banana to raise the potassium,open up a market stand at the flea market and sell all of my fruit's,vis,lan,lan,vis,targ,4
9200,shop at these stands,,pose with my friends holding a bunch of bananas,eat a banana to raise the potassium,pick up some fresh produce,get some food from the grill,shop the market for food.,vis,vis,targ,lan,lan,2
9201,if i wanted to eat unripened fruit,,smile at the people while i buy vegetables,have a donut with my dinner tonight.,i will try these unripened bananas,brave the market crowd and buy some from the vendors.,i will eat a chocolate covered donut,vis,lan,targ,vis,lan,2
9211,am enjoying shopping,,give people food,put the banana pins in her hat,smile at the people while i buy vegetables,certainly fill the cereal bowl with multiple fruits as well as the cereal.,put food in people's hand.,lan,vis,targ,vis,lan,2
9213,want to earn money,,smile at the people while i buy vegetables,sell my bananas,pose with my friends holding a bunch of bananas,shop the market for food.,sell things under my umbrella at the market,vis,targ,vis,lan,lan,1
9215,felt bad about what happened to me in the morning,,buy some food,juice the orange,certainly fill the cereal bowl with multiple fruits as well as the cereal.,go to the market and buy bananas,eat the orange slices,lan,vis,vis,targ,lan,3
9217,feel that i need fresh vegetables,,certainly fill the cereal bowl with multiple fruits as well as the cereal.,go to the street market and shops,brave the market crowd and buy some from the vendors.,order some at the bar,stop and remove bananas from my head,vis,lan,targ,lan,vis,2
9221,was feeling hungry,,buy some food,customize my hat with a banana pin,go to the market and choose bananas,eat some of the chips,juice the orange,lan,vis,targ,lan,vis,2
9228,if i were here i might think that fruit looks tasty,,i will order a meal in the restaurant,i will go to restaurant,buy items from the market,i will look for a stall selling the fruit,buy lots of items,lan,lan,vis,targ,vis,3
9230,am looking to feed others for cheap,,juice the orange,join my friends and family and play games with bananas,buy some food,buy tons of bananas and hand them out,certainly fill the cereal bowl with multiple fruits as well as the cereal.,vis,lan,lan,targ,vis,3
9242,am feeling thirsty,,smile at the people while i buy vegetables,open up a market stand at the flea market and sell all of my fruit's,take a bite of his donut,take the bowl of cereal,juice the orange,vis,vis,lan,lan,targ,4
9280,want to feel happy and content,,pose with people i work with for a photo with our fundraising effort,cut a large celebration cake with my colleagues,i will leave this man at night as it looks boring,meet with my employees and bond,feel better about my health,lan,lan,vis,targ,vis,3
9283,i feeling very hungy,,join a group lecture about a laptop,listen to the instructor who is with us on the snow,work around the world to give children of poor nations a better life,i wiil go to the classroom,take the path of business to make money,lan,lan,vis,targ,vis,3
9284,if i feeling very joy,,i will go to work,work around the world to give children of poor nations a better life,i will go store clothes,do work while at a show,host a barbeque in my back grden,targ,vis,lan,vis,lan,0
9286,if i am taking a break.,,take care of my body and help other to do so,i will talk with my coworkers.,join in the fun with my family,do work while at a show,say hi to the couple at the table,vis,targ,lan,vis,lan,1
9289,if i was able to sleep that soundly i'd be healthier,,i will have a cup of coffee with breakfast.,sleep with my dog on my bed all the night,keep my patience and describe times i helped those in my community,i will try and get more sleep,click onto the next slide and proceed with my presentation for these people.,lan,lan,vis,targ,vis,3
9290,i would like to eat that food,,help to unpack,get a job in a kitchen,i would take a taste of the food,work around the world to give children of poor nations a better life,i would do my best job,vis,lan,lan,vis,targ,4
9295,feel helpful,,do work while at a show,lay my clothes on the bed,take the path of business to make money,help to unpack,offer some clothes to the lady,vis,lan,vis,targ,lan,3
9296,have a deadline to meet,,do work while at a show,i would spend a while alone,read a magazine at the coffee shop.,watch a dining programme on the television,i meet my friends in my house,targ,vis,lan,lan,vis,0
9297,train my pet,,do work while at a show,meet with my employees and bond,shout encouragement to the player,be able to live an easier life,take my book away from the baby,vis,vis,lan,targ,lan,3
9298,get my pain checked out,,go waterskiing for some exercise,feel joy for the men,take the path of business to make money,instead wait my turn or find another character,feel better about my health,lan,lan,vis,vis,targ,4
9301,am feeling social,,meet new men from the office.,congratulate the men in the couple,say hello to the girls,instead wait my turn or find another character,do something that i like,targ,lan,lan,vis,vis,0
9304,want to rest all afternoon watching programs,,enjoy playing a video game,bring them to a software seminar.,repair my nets,instead wait my turn or find another character,stay at home enjoying the programming,lan,lan,vis,vis,targ,4
9310,feel like going relaxing on my boat,,repair my nets,carry my surfboard to the water,meet with colleagues to discuss,i would sit in my chair and cover my face.,fix this water boat on the street,targ,lan,vis,vis,lan,0
9313,just didn't know what else i could do,,i would sit in my chair and cover my face.,look at the ongoing work being done,relax on my bed while using my laptop,move him out of the chair so i can sit down,meet with colleagues to discuss,targ,vis,lan,lan,vis,0
9314,if i am feeling peaceful,,spend my day at the park,meditate with the monks,i will sit outside and do my work,eat my food on the roof patio,iwill go to university,lan,vis,targ,lan,vis,2
9315,want to enjoy reading,,cook food in my kitchen.,click onto the next slide and proceed with my presentation for these people.,do my job from outside the home,make food in the kitchen,instead wait my turn or find another character,lan,vis,targ,lan,vis,2
9316,want to work here,,i will change channel to this tv,feel better about my health,have to learn to do this job,get people out of the kitchen,take a lesson with a professional chef,vis,vis,targ,lan,lan,2
9317,contacting friends after school,,sit on my bed and contemplate my life,work in their market stall,remember to do my homework before i go to bed,pass the computer test tomorrow in class,give the patient my diagnosis,lan,vis,targ,lan,vis,2
9320,if i am missing someone.,,iwill go to university,i will use my computer,i will use my laptop,i will use this tv to talk with them.,stay on the base that is the closest to where i'm at,vis,lan,lan,targ,vis,3
9321,busy with work,,i will use this tv to talk with them.,i will leave immediately as they seem incredibly boring people,take the bus to work tomorrow.,finish the job,say hello to the people at the table,vis,vis,lan,targ,lan,3
9328,decide what to do,,i will leave immediately as they seem incredibly boring people,get the right job,help to unpack,join the people on the subway,get off the crowded train and go home,vis,targ,vis,lan,lan,1
9332,if i am presenting my work,,i will show my work to coworkers on a projector screen,keep my patience and describe times i helped those in my community,take pictures of my classmates and teacher,i would go to rest,recline my chair and place my feet on my desk,targ,vis,lan,vis,lan,0
9336,was there i'd take a silly photo too,,feel better about my health,join in the game.,do my job from outside the home,join in the game,instead wait my turn or find another character,vis,lan,vis,lan,targ,4
9338,want to help others,,i would spend a while alone,encourage my child to take care of their teeth,assist the children with their projects,work around the world to give children of poor nations a better life,i will use this tv to talk with them.,vis,lan,lan,targ,vis,3
9341,want to ask why he's still standing there.,,change the time on the clock.,use the phone,i will leave this table to avoid the social interaction,take notes during the meeting,take care of my body and help other to do so,targ,lan,vis,lan,vis,0
9342,am gathered with close friends talking about the day,,sit at the table and drink and visit with others,repair my nets,measure my time and enjoy the company of my best friends,sit at a table and tell others what to do,i will leave this man at night as it looks boring,lan,vis,targ,lan,vis,2
9344,am working a fundraiser and dealing with tourists,,leave because there are too many people,talk to the people,keep my patience and describe times i helped those in my community,i will show my work to coworkers on a projector screen,i will sit at the table and make a model,lan,lan,targ,vis,vis,2
9345,am curious,,take care of my body and help other to do so,look at the ongoing work being done,i would want to get back to my hotel room and relax,watch this player's actions,take the man's picture,vis,targ,vis,lan,lan,1
9348,feel down,,iwill go to university,play a game with my friends,do something i enjoy,meet with colleagues to discuss,try my best to make a goal,vis,lan,targ,vis,lan,2
9352,am feeling bored,,stay on the base that is the closest to where i'm at,make things at the table,eat my food at the table,create good habbits,i will sit at the table and make a model,vis,lan,lan,vis,targ,4
9357,need someone to help around the house,,help the truck driver fix his truck,i will go to the kitchen,i will hire this man to help me out,feel better about my health,i will leave immediately as they seem incredibly boring people,lan,lan,targ,vis,vis,2
9365,if i wanted to attend a function i would be here,,become a fireman,sit down at the front desk,repair my nets,i will leave immediately as these people look busy,make their day,vis,lan,vis,targ,lan,3
9369,feel relaxed,,i will leave immediately as they seem incredibly boring people,take the path of business to make money,put my feet up on my desk at work.,lay down on my bed.,sit at my desk and use my computer to learn something,vis,vis,targ,lan,lan,2
9371,want to rest,,play games with the boy,do something that i like,i will fix the cords to the equipment,play games with others,meet with colleagues to discuss,lan,targ,vis,lan,vis,1
9378,if i wanted to look after a child i would be here,,i will leave this place immediately so i don't get lumbered with looking after the kid,sit down with the baby,push the kid,meditate with the monks,assemble the equipment i bought,targ,lan,lan,vis,vis,0
9380,if i were here i would feel isolated,,i will leave this table to avoid the social interaction,socialize with this group of people,become a fireman,work in their market stall,spend time at this meeting,targ,lan,vis,vis,lan,0
9385,have work to complete.,,spend time at this meeting,have a meeting with my colleagues.,i will leave this man at night as it looks boring,walk to get what i need,sit at the table with them,lan,targ,vis,vis,lan,1
9386,teach good habbits,,i would want to get back to my hotel room and relax,create good habbits,play games with a child,play a video game with my friend,i would go to rest,vis,targ,lan,lan,vis,1
9388,if i am staying on task,,i will go to the restaurant during lunch,have someone help me,help to unpack,watch them cook my food,i will do my job as a chef,lan,vis,vis,lan,targ,4
9389,want to take a selfie,,give the woman some positive reinforcement,do a better job,i will leave this table to avoid the social interaction,i will leave this man at night as it looks boring,take a lesson with a professional chef,lan,targ,vis,vis,lan,1
9398,rushing at work,,iwill go to university,i would study intently like the student right in front.,launch myself down the ramp,move quickly to complete my tasks,fly my kite away from home,vis,vis,lan,targ,lan,3
9401,i hope to find what i'm looking for,,keep my patience and describe times i helped those in my community,stay at home enjoying the programming,i will work in bed,get my wife buy two hot dogs from a kiosk and make a funny face.,take my place on the bed beside the person and read my book.,vis,vis,targ,lan,lan,2
9409,want to help my family,,i will use this tv to talk with them.,buy something from one of the market stalls,leave the people in the room to their food,i will go away from here and spend time more productively,work in their market stall,vis,lan,lan,vis,targ,4
9411,if i wanted to play with outdoors toys,,help the boy fix his kite,jump on this plane and get home,hold my umbrella to the sky,i will fly this kite here,help the boy build his kite,vis,lan,lan,targ,vis,3
9412,want to go outside,,help the boy fix his kite,ride the elephant with my children,help rescue the kite,fly an airplane,fly kites with the kids,vis,lan,vis,lan,targ,4
9413,want to enjoy myself,,fly the kite,take my horse on a journey,help the boy build his kite,take a ride on the aerial tramway,help the boy fix his kite,targ,lan,vis,lan,vis,0
9416,want to make a new friend,,help rescue the kite,we will go to the garden and fly kites,hang out in the park and fly a kite,use the train to get home,i will watch the sea from the railing,targ,vis,vis,lan,lan,0
9417,feel like having fun,,help the boy build his kite,grab a kite and fly it,put the surfboards away,fly this airplane,help rescue the kite,vis,targ,lan,lan,vis,1
9421,want to enjoy a relaxing afternoon,,fly a kite with the boy.,sit in the boat like the man,jump on the train for a ride,raise my kite high and watch it soar over the flags,sit on the deck and watch the birds,targ,lan,lan,vis,vis,0
9432,want to have a play date,,help the boy build his kite,relax on a park bench.,raise my kite high and watch it soar over the flags,fly a kite in the park,go for a bike ride,vis,lan,vis,targ,lan,3
9434,want to have some fun,,i will make a kite,warn the woman not to fly her kite,watch the kites flying over the beach,i will use an umbrella as a walking stick,hold my umbrella to the sky,targ,vis,vis,lan,lan,0
9438,am feeling joyful,,fly kites with these children,sit on the deck and watch the birds,go and feed the giraffe,pull out my phone to take a video of the kite,play with the children,targ,vis,lan,vis,lan,0
9439,want to be happy,,wiggle my shoelace for the cat,instead go into my room and lay down,sit on the floor and tinker with my kite,help the girl fly the kite.,warn the woman not to fly her kite,lan,lan,targ,vis,vis,2
9448,want to be helpful,,enjoy watching the people fly their kites,take a picture of the man on his surfboard,skateboard with the man,help the boy build his kite,fly a kyte,vis,lan,lan,targ,vis,3
9455,want to ask him why he's indoors.,,play with the kids,i will buy a kite so i can fly one too,take the kite off the child.,take my book away from the baby,finish tying my shoe so i can fly my kite,lan,vis,targ,lan,vis,2
9465,am feeling relaxed,,help rescue the kite,go for a bike ride,raise my kite high and watch it soar over the flags,fly a kite in a park,walk to the giraffe,vis,lan,vis,targ,lan,3
9469,continue enjoying myself,,walk over and smell the flowers.,keep the kite out of the trees,climb on the elephants back,join my friends in a field to fly kites,finish tying my shoe so i can fly my kite,lan,targ,lan,vis,vis,1
9473,want to remember this moment,,pull out my phone to take a video of the kite,help the girl fly the kite.,watch the parachute,use my cellphone.,fly a kyte,targ,vis,lan,lan,vis,0
9508,knew there was a good breeze on the shore,,play with the kite for a few hours,fly kites outdoor with family,lay under the umbrella,hold my umbrella to the sky,grap a kite take my granddaughter and fly a kite.,vis,vis,lan,lan,targ,4
9515,wanted to see something fun,,go to the kite fair at the air filed,go and have a skiing lesson,sit on the floor and tinker with my kite,go to the park and play tennis at the courts,finish tying my shoe so i can fly my kite,targ,lan,vis,lan,vis,0
9521,feeling excited,,have a elephant do a painting,surf the waves in front of the stone bridge,sit on the floor and tinker with my kite,have a go with the kite after the person,sit on the deck and watch the birds,lan,lan,vis,targ,vis,3
9523,think we will have thunderstorms,,book a seat on an aeroplane,take my child out on her skis,warn the woman not to fly her kite,watch my dad assemble my kite,raise my kite high and watch it soar over the flags,lan,lan,targ,vis,vis,2
9530,feel like relaxing outside,,warn the woman not to fly her kite,go and play with the elephants,take my kite out to the backyard,put up my umbrella,help the girl fly the kite.,vis,lan,targ,lan,vis,2
9534,want to have some fun,,take the kite and run off with it.,watch out for the small boy skiing,take the motorcycle for a spin with my kid,fly my kite with my dad,grap a kite take my granddaughter and fly a kite.,vis,lan,lan,targ,vis,3
9536,am hungry,,eat a hot dog as a snack,eat the dogs,volunteer at the animal shelter and help with the kennels.,eat a hot dog covered in bean sprouts,i will chat to the lady and stroke the cats.,lan,targ,vis,lan,vis,1
9538,want a cuddle,,volunteer at the animal shelter and help with the kennels.,sit on the sofa with my dog,sit down on the sofa,sit on the blue chair,offer advice on how to train the dogs,vis,targ,lan,lan,vis,1
9539,am feeling loving,,pet the dog,pet my cow on her snout,pet the elephant's trunk,wait for the women to leave then sit with the cats.,i will chat to the lady and stroke the cats.,targ,lan,lan,vis,vis,0
9542,want to show love,,wait my turn to pet the cow,hold the kitten in my arms,offer advice on how to train the dogs,i will rub my little girls tummy,pat the dog and talk to the woman in the park,lan,targ,vis,lan,vis,1
9543,want to cuddle,,snuggle down in side this womans jacket,offer advice on how to train the dogs,snuggle with the cat,cuddle my baby and look at giraffes.,take a tracking dog to a training course,lan,vis,targ,lan,vis,2
9545,can protect myself from the rain,,i will sit on this bench with my dog and read.,i will watch the dog perform tricks,find a kitten hiding under an umbrella,get my umbrella to walk in the rain,throw a snowball at the man and hide.,vis,vis,targ,lan,lan,2
9546,feel frisky,,i will cuddle one of these teddy bears,call my friend to play frisbee outside,laugh at the man trying to shave with the cat climbing on him,go outside with her and play frisbee,call the dog over to play,vis,lan,vis,lan,targ,4
9547,can help,,give the bear a hug.,spend some time with my horse,hug a large brown teddy bear,teach the child a few tips and help instruct,offer advice on how to train the dogs,vis,lan,vis,lan,targ,4
9548,play with my best friend,,pat the dog and talk to the woman in the park,make a toast to good health with my friends.,wait for the women to leave then sit with the cats.,let my child pet a cow,make my animal happy and healthy,vis,lan,vis,lan,targ,4
9549,am feeling lonely,,play with the cat,take a tracking dog to a training course,pat the dog and talk to the woman in the park,play with the chid in his kitchen,get the toy under my bed.,targ,vis,vis,lan,lan,0
9551,want to feel happier,,pat the dog and talk to the woman in the park,pet the elephant with these people,see this animals face,take my dog and go and watch the cricket,pet the cat,vis,lan,lan,vis,targ,4
9552,try to catch someone with drugs,,call a police officer with a drug dog.,go over to the three officers on the street corner,bring my teddy bear to show while on the garden,yell for the cop on the motorcycle,laugh at the man trying to shave with the cat climbing on him,targ,lan,vis,lan,vis,0
9553,am content,,walk home with my friend,watch things burn next to the cat,walk my dog,walk downtown with my best friend,wait for the women to leave then sit with the cats.,lan,vis,targ,lan,vis,2
9555,don't want to be scared,,take them out for dinner,avoid the dogs,laugh at the man trying to shave with the cat climbing on him,i go out to play with my parrot,be distracted by the guide dog on the train,lan,targ,vis,vis,lan,1
9557,am feeling kind,,pat the pony and feed it some hay,stroke the dog,laugh at the man trying to shave with the cat climbing on him,bring my teddy bear to show while on the garden,feed the horse a carrot,lan,targ,vis,vis,lan,1
9558,feel like feeding the animal,,throw the frisbee,eat a hot dog,i go out to play with my parrot,hug a large brown teddy bear,take a piece of cake and give it to the dog,lan,lan,vis,vis,targ,4
9561,if i feel worried,,sit a while and watch the animals,wash my hands in the sink,cover my hair with a towel,i will dry the dog with the hair dryer,i go out to play with my parrot,vis,lan,lan,targ,vis,3
9565,want to get relaxed after a busy day,,take my daughter to a farm to see the animals,pet my kitten all the afternoon,laugh at the dog sitting at the table with this woman.,watch a dog do tricks,empty the bucket of food out for the birds,lan,targ,vis,vis,lan,1
9572,am feeling nervous about getting scratched by the claws,,stop and pet the giraffe,gently coax the animal off my shoulder and say meow,cuddle next to soft teddy bears,pet the cow,play with teddy bear,lan,targ,vis,lan,vis,1
9588,love animals,,i go out to play with my parrot,i will chat to the lady and stroke the cats.,take a photo of the girl,take a photo of the child and cat,take a picture of the dog,vis,vis,lan,lan,targ,4
